Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Fr Patrick Peyton CSC Memorial Centre,http://www.fatherpeytoncentre.ie,+353(0)9645374,-9.084076,54.049951,Mayo,Ballina,Republic of Ireland
Tipperary Studies at Tipperary Libraries,http://www.tipperarylibraries.ie,+353(0)50429278,-7.809615,52.678962,Tipperary,Thurles,Republic of Ireland
Aura Tullamore Leisure Centre,http://www.auraleisure.ie/tullamore,+353(0)579329398,-7.47194111241151,53.2689991335274,Offaly,Tullamore,Republic of Ireland
"Imaginosity, Dublin Children’s Museum",http://www.imaginosity.ie,+353(0)12176130,-6.216709,53.277382,Dublin,Sandyford,Republic of Ireland
National Opera House - Wexford,http://www.nationaloperahouse.ie/,+353(0)539122144,-6.462351,52.337894,Wexford,Wexford Town,Republic of Ireland
Kia Ora Mini Farm,http://www.kiaoraminifarm.com,+353(0)868788424,-6.25214813757327,52.6768138542351,Wexford,Gorey,Republic of Ireland
Johnstown Garden Centre,http://www.johnstowngardencentre.ie,+353(0)45879138,-6.62296128570551,53.2381908410878,Kildare,Naas,Republic of Ireland
Live Jazz - Le Basement Jazz Club,,+353(0)0872878755,-6.263403,53.34407,Dublin,Dublin City,Republic of Ireland
Delfin English School,http://www.delfinschool.com/en/dublin/,+353(0)18722037,-6.26189053038024,53.3535065248439,Dublin,Dublin City,Republic of Ireland
Horse Racing Ireland,http://www.goracing.ie,+353(0)45455455,-6.82078,53.16337,Kildare,The Curragh,Republic of Ireland
Annemarie Bourke Studio Gallery,http://www.artannemarie.com,+353(0)61410510,-8.629616,52.661386,Limerick,Limerick City,Republic of Ireland
Ard Nahoo,http://www.ardnahoo.com,+00353(0)719134939,-8.296158,54.24279,Leitrim,Dromahair,Republic of Ireland
Bellfield House Gardens,http://www.angelajupe.ie,+353(0)50547766,-7.931975,52.996247,Offaly,Birr,Republic of Ireland
Bunratty Castle Gardens,http://www.shannonheritage.com,+353(0)61360788,-8.812076,52.696635,Clare,Bunratty,Republic of Ireland
Caher Bridge Garden,https://www.facebook.com/pages/Caher-Bridge-Garden/173040762714810,+353(0)657076225,-9.251111,53.120278,Clare,Fanore,Republic of Ireland
Islanmore Stud and Gardens,,+353(0)61397218,-8.710999,52.510496,Limerick,Croom,Republic of Ireland
Herb Garden at Kilgraney House,http://www.kilgraneyhouse.com,+353(0)599775283,-6.958262,52.653789,Carlow,Bagenalstown,Republic of Ireland
Morgan’s Garden Centre,http://www.carlowgardentrail.com,+353(0)599143092,-6.93837210912329,52.8169349130506,Carlow,Carlow Town,Republic of Ireland
Rathvilly Garden Centre,http://www.carlowgardentrail.com/rathvilly-garden-centre/,+353(0)599161594,-6.69446970546721,52.8984727521958,Carlow,Rathvilly,Republic of Ireland
Rathwood Forest Walks,http://www.rathwood.com/visit/forest-walk,+353(0)599156285,-6.659993,52.796104,Carlow,Tullow,Republic of Ireland
Ashlawn Garden Centre,http://www.carlowgardentrail.com/,+353(0)599721175,-6.938976,52.683384,Carlow,Bagenalstown,Republic of Ireland
Arboretum Inspirational Gardens,http://www.arboretum.ie,+353(0)599721558,-6.975025,52.742549,Carlow,Leighlinbridge,Republic of Ireland
Stonewell Cottage Garden,,+353(0)599161986,-6.69692675821966,52.8802567531957,Carlow,Rathvilly,Republic of Ireland
Dromana House Gardens,http://www.dromanahouse.com/,+353(0)2496144,-7.86516767724606,52.1077789702154,Waterford,Cappoquin,Republic of Ireland
Camas Park Garden,,+353(0)862551277,-7.932054,52.536848,Tipperary,Cashel,Republic of Ireland
Lynda Booth’s Dublin Cookery School,http://www.dublincookeryschool.ie,+353(0)12100555,-6.17876734722131,53.2971545041549,Dublin,Blackrock,Republic of Ireland
Connemara Healing Journeys,,+353(0)872808572,-9.50290825457402,53.3642131824928,Galway,Clifden,Republic of Ireland
Draiocht,http://www.draiocht.ie,+353(0)18852622,-6.391863,53.39098,Dublin,Blanchardstown,Republic of Ireland
Hotels Ireland,http://www.hotelsireland.com,+353(0)12933040,-6.26367450395689,53.344320139704,Dublin,Dublin City,Republic of Ireland
The Delgany Heritage Trail,http://www.delganyheritagevillage.com/index.html,+353(0)12876689,-6.08518754144048,53.1384206249152,Wicklow,Delgany,Republic of Ireland
St Kilian's Heritage Centre,http://www.thisiscavan.ie/fun/article/st.-kilians-heritage-centre,+00353(0)469242433,-6.95694682936095,53.8128133914648,Cavan,Mullagh,Republic of Ireland
Ballyin Gardens,http://www.visitwaterford.com/things-to-do/stories/point-of-interest/BallyinGardens.php,+353(0)5854608,-7.94121735581973,52.1451637584567,Waterford,Lismore,Republic of Ireland
Aura Trim Leisure Centre,http://www.auraleisure.ie/trim,+353(0)469438730,-6.800077,53.553449,Meath,Trim,Republic of Ireland
Arena School of English,http://www.arenaschool.com,+353(0)14789202,-6.26561832846871,53.3400890221908,Dublin,Dublin City,Republic of Ireland
Glenn Lucas Woodturning,http://www.glennlucas.com,+353(0)599727070,-6.867583,52.655268,Carlow,Bagenalstown,Republic of Ireland
Hidden Dublin Walks Ltd.,http://www.hiddendublinwalks.com/,+(0)861580949,-6.27811,53.3455,Dublin,Dublin City,Republic of Ireland
Sandemans New Dublin Free Walking Tour,http://www.newdublintours.com/,,-6.26688753282678,53.3440140696437,Dublin,Dublin City,Republic of Ireland
Excursions Ireland,http://www.excursionsireland.com,+353(0)18107697,-6.145817,53.395705,Dublin,Baldoyle,Republic of Ireland
The Wicklow Mountains Bus Tour - Gray Line Tours,http://www.loveireland.com,+353(0)18980700,-6.26098,53.343599,Dublin,Dublin City,Republic of Ireland
Garryhill House,,+353(0)599727240,-6.848067,52.678048,Carlow,Bagenalstown,Republic of Ireland
Thomond Park,http://www.thomondpark.ie,+353(0)61421100,-8.64163,52.674224,Limerick,Limerick City,Republic of Ireland
Guided Walking Tour of Sligo,,,-8.477043,54.268771,Sligo,Sligo Town,Republic of Ireland
Wicklow Tours MT Cabs,http://wicklowtours.weebly.com,+353(0)12040444,-6.109122,53.204344,Wicklow,Bray,Republic of Ireland
Valentia Harbour Tours,http://www.valentiaharbourtours.com,+353(0)871637959,-10.2871246750182,51.9253923568436,Kerry,Knightstown,Republic of Ireland
Walkabout Wicklow - Guided Walks and Tours in Ireland,http://www.walkaboutwicklow.com,+353(0)867929579,-6.26154,53.274645,Dublin,Rathfarnham,Republic of Ireland
Faherty Aran Islands Tour,http://www.fahertytours.com,+353(0)876110913,-9.203833,53.339484,Galway,Inishmore - Árainn,Republic of Ireland
Clogherhead Blue Flag  Beach 2019,http://www.blueflagireland.org/,+353(0)429352111,-6.23408899431913,53.788335523082,Louth,Clogherhead,Republic of Ireland
Walking Tours of Galway City,http://www.galwaywalkingtours.com,+353(0)872903499,-9.04947254971209,53.2721788149031,Galway,Galway City,Republic of Ireland
The Pottery Place,http://www.potterypainting.ie,+353(0)51390551,-7.134058,52.167313,Waterford,Tramore,Republic of Ireland
Arranmore Ferry,http://www.arranmorefastferry.com,+00353(0)873171810,-8.44214287368015,54.9831200219646,Donegal,Arranmore -Árainn Mhór,Republic of Ireland
Brandon Boat Hire,http://www.lynescottages.com,+353(0)872483606,-10.1645134834614,52.26733403171,Kerry,Brandon,Republic of Ireland
Atlantic Charters,http://www.atlanticcharters.ie,+353(0)214524451,-8.52257059787513,51.7062294184054,Cork,Kinsale,Republic of Ireland
Turtulla Garden,http://www.tipperary.com/turtulla-garden,+353(0)50421839,-7.80156490623232,52.6527749276759,Tipperary,Thurles,Republic of Ireland
The Ireland Whiskey Trail,http://www.irelandwhiskeytrail.com,,-6.26004892816206,53.3493483299948,Dublin,Dublin City,Republic of Ireland
Joyce Country Sheepdogs,http://www.joycecountrysheepdogs.ie,+353(0)949548853,-9.571951,53.57935,Galway,Clonbur,Republic of Ireland
Book of Kells & National Gallery Tour - Art Impressions,http://www.artimpressions.ie,+353(0)833756668,-6.25927005922444,53.3473830781906,Dublin,Dublin City,Republic of Ireland
Claremorris Leisure Centre,http://www.claremorrisleisurecentre.ie,+353(0)949371313,-8.996986,53.721839,Mayo,Claremorris,Republic of Ireland
Western Shuttle Bus Service,,+353(0)872440608,,,Mayo,Knock,Republic of Ireland
Sliabh Liag (Slieve League) Bus Tours,,+353(0)749739141,-8.6348924580989,54.6583937839197,Donegal,Carrick,Republic of Ireland
Mayo Memorial Peace Park,,,-9.29607379045368,53.8503518918726,Mayo,Castlebar,Republic of Ireland
Achill Secret Garden,http://www.achillsecretgarden.com,+353(0)874149895,-9.956233,53.911527,Mayo,Achill Island,Republic of Ireland
Lissadell House & Gardens,http://www.lissadellhouse.com,+353(0)719163150,-8.58339408996585,54.3464908260747,Sligo,Ballinfull,Republic of Ireland
Galway County Library,http://www.galwaylibrary.ie,+353(0)91562471,-9.05756,53.273911,Galway,Galway City,Republic of Ireland
Walk and Talk Tour of Galway City,,+353(0)876901452,-9.04947254971209,53.2721788149031,Galway,Galway City,Republic of Ireland
St Iberius Church,,,-6.462184,52.339152,Wexford,Wexford Town,Republic of Ireland
Kidzone,http://www.kidzoneireland.ie,+353(0)539481218,-6.308904,52.665128,Wexford,Gorey,Republic of Ireland
Manorhamilton Castle and Heritage Centre,http://www.parkescastle.com/manorhamilton-castle/,+353(0)862502593,-8.17947176455686,54.3065092597285,Leitrim,Manorhamilton,Republic of Ireland
Galway City Library,http://www.galway.ie/en/services/library/,+353(0)91561666,-9.051938,53.271454,Galway,Galway City Centre,Republic of Ireland
Belcarra Eviction Cottage,http://www.museumsofmayo.com,+353(0)879090046,-9.218169,53.813014,Mayo,Belcarra,Republic of Ireland
CELT Weekend in the Woods Traditional Skills and Ecology Training,http://www.celtnet.org,+353(0)61640765,-8.532222,52.910152,Clare,Tuamgraney,Republic of Ireland
Oldbawn (Newtown) Green Coast Beach 2019,,,-6.21242,52.554985,Wexford,Kilmuckridge,Republic of Ireland
Cahore Green Coast  Beach 2019,,,-6.19615775417287,52.560976258308,Wexford,Near Kilmichael Village,Republic of Ireland
Glascarrig Beach,,,-6.20406028564457,52.5814788467558,Wexford,Cahore,Republic of Ireland
Roney Point Beach,,,-6.21165630157474,52.5995463184217,Wexford,Courtown,Republic of Ireland
Poulshone Beach,,,-6.22455548858994,52.6178249383556,Wexford,Poulshone,Republic of Ireland
Ardamine Beach,,,-6.2263824586919,52.6438697278524,Wexford,Courtown,Republic of Ireland
Courtown  Blue Flag  Beach 2019,,,-6.22527032360084,52.6479870851357,Wexford,Courtown,Republic of Ireland
Dodd's Rock Beach,http://www.visitwexford.ie/locations/dodds-rocks-beach,,-6.21345910495862,52.6633570030804,Wexford,Courtown,Republic of Ireland
Ballymoney North Beach Blue Flag Beach 2019,,,-6.20350003173825,52.676692553908,Wexford,Ballymoney,Republic of Ireland
Kilmichael Strand,,,-6.14152323414536,52.7354134835918,Wexford,Castletown,Republic of Ireland
Kilpatrick Beach,,,-6.15102014360951,52.7279051272346,Wexford,Castletown,Republic of Ireland
Cleere's Bar and Theatre,http://www.cleeres.com,+353(0)567762573,-7.255224,52.6550299999999,Kilkenny,Kilkenny City,Republic of Ireland
Yeats: The Life and Works of William Butler Yeats,http://www.nli.ie/yeats,+353(0)16030277,-6.254641,53.341081,Dublin,Dublin City,Republic of Ireland
Odeon Cinema Waterford,http://www.odeoncinemas.ie/cinemas/waterford/205/,+353(0)51309110,-7.111018,52.254706,Waterford,Waterford City,Republic of Ireland
Islands West,http://www.islandswest.ie,+353(0)872227098,-10.2137629253859,53.6197680487417,Galway,Inishbofin Island,Republic of Ireland
Magherabeg Beach Blue Flag Award 2019,,+353(0)669151188,-10.0169304098791,52.2587065499479,Kerry,Castlegregory,Republic of Ireland
Camp Beach,,+353(0)667121288,-9.92261903176034,52.225678953002,Kerry,Camp,Republic of Ireland
Derrymore Beach,,+353(0)667121288,-9.84292340148678,52.2406842667498,Kerry,Derrymore,Republic of Ireland
The Secret Garden,http://www.thesecretgardener.com,+353(0)2960084,-9.009938,52.183266,Cork,Newmarket,Republic of Ireland
The Courthouse Gallery & Studios,http://thecourthousegallery.com,+353(0)657071630,-9.292009,52.940704,Clare,Ennistymon,Republic of Ireland
Gallery 126,,+353(0)863862292,-7.848792,51.954707,Cork,Youghal,Republic of Ireland
Bluestacks and Lough Eske Walking Tours,,+00353(0)719161201,-8.11054770672886,54.6534050195463,Donegal,Donegal Town,Republic of Ireland
VISUAL Centre for Contemporary Art at the George Bernard Shaw Theatre,http://www.visualcarlow.ie,+353(0)599172400,-6.92776777909853,52.8383518709867,Carlow,Carlow Town,Republic of Ireland
Muddy Boots,,+353(0)863970568,-7.169018,52.161046,Waterford,Tramore,Republic of Ireland
Dizzy's Den,http://www.facebook.com/pages/Dizzys-Den/271432687931,+00353(0)719133668,-8.273699,54.476645,Donegal,Bundoran,Republic of Ireland
"St Peter's Roman Catholic Church, Drogheda",http://www.saintpetersdrogheda.ie,+353(0)419838536,-6.352456,53.715329,Louth,Drogheda,Republic of Ireland
Set Theatre,http://www.set.ie,+353(0)567765133,-7.248429,52.653041,Kilkenny,Kilkenny City,Republic of Ireland
GAA Museum - Croke Park,http://crokepark.ie/gaa-museum-tours/gaa-museum,+353(0)18192323,-6.24995408794404,53.3604612753468,Dublin,Dublin City,Republic of Ireland
The National Wax Museum Plus,http://www.waxmuseumplus.ie,+353(0)16718373,-6.25887369999998,53.3466684,Dublin,Dublin City,Republic of Ireland
Celtic Link Ferries,http://www.aferry.com/celtic-link-ferries.htm,+353(0)539162688,-6.33651201702105,52.2532403296079,Wexford,Rosslare Harbour,Republic of Ireland
The New Theatre,http://www.thenewtheatre.com,+353(0)876703361,-6.266514,53.344976,Dublin,Dublin City,Republic of Ireland
Jenni White Designs,http://www.jenniwhite.ie/courses.php,+353(0)238841388,-8.753363,51.718399,Cork,Bandon,Republic of Ireland
Listowel Community Centre & Sports Complex,,+353(0)6822244,-9.480357,52.443644,Kerry,Listowel,Republic of Ireland
SGC Cinema Castlebar,http://www.mayomovieworld.net,+353(0)868528614,-9.2868933915405,53.8566821134023,Mayo,Castlebar,Republic of Ireland
Inish Beg Island,http://www.inishbeg.com,+353(0)2821745,-9.35291884902267,51.5212534684023,Cork,Baltimore,Republic of Ireland
'On The Nail' Literary Readings,http://onthenailreadings.blogspot.com,+353(0)872996409,-8.62318,52.667199,Limerick,Limerick City,Republic of Ireland
Leitrim Sculpture Centre,http://leitrimsculpturecentre.ie/,+00353(0)719855098,-8.175572,54.305726,Leitrim,Manorhamilton,Republic of Ireland
Alix Gardners Cookery School,http://www.dublincookery.com,+353(0)16681553,-6.245333,53.329644,Dublin,Ballsbridge,Republic of Ireland
Dublinbikes,http://www.dublinbikes.ie,1850777070,-6.25172646133348,53.3478747730108,Dublin,Dublin City,Republic of Ireland
Marjorie's Cookery School & Guest Accommodation,http://www.marjorieskitchen.net,+353(0)9622609,-9.13655,54.130587,Mayo,Ballina,Republic of Ireland
An Grianan,http://www.an-grianan.ie,+353(0)419822119,-6.26566479895018,53.7556220728349,Louth,Termonfeckin,Republic of Ireland
Castle Leslie,http://www.castleleslie.com,+353(0)4788100,-6.89378146563717,54.3186820452779,Monaghan,Glaslough,Republic of Ireland
Island Cottage Cookery School,http://www.islandcottage.com,+353(0)2838102,-9.43885631149706,51.496242418128,Cork,Heir Island,Republic of Ireland
Phelim Byrne Cookery Academy,http://www.phelimbyrne.ie,+353(0)539184995,-6.455576,52.313686,Wexford,Wexford Town,Republic of Ireland
Tannery Cookery School,http://tannery.wordpress.com/,+353(0)5845420,-7.617507,52.088319,Waterford,Dungarvan,Republic of Ireland
The Cookery School@Donnybrook Fair,http://www.donnybrookfair.ie/thecookeryschool.asp,+353(0)16689674,-6.24028,53.324269,Dublin,Donnybrook,Republic of Ireland
The Good Things Cafe Cookery School,http://www.thegoodthingscafe.com,+353(0)2761426,-9.530504,51.619966,Cork,Durrus,Republic of Ireland
The Kitchen in the Castle,http://www.thekitcheninthecastle.com,+353(0)18396182,-6.079401,53.386105,Dublin,Howth,Republic of Ireland
Ballymaloe Cookery School,http://www.cookingisfun.ie,+353(0)214646785,-8.01952949990845,51.8538519254567,Cork,Shanagarry,Republic of Ireland
Inch Wildfowl Reserve,http://www.inchwildfowlreserve.ie,,-7.44406358050935,55.051601240433,Donegal,Burt,Republic of Ireland
Belturbet Farmers Market,http://discoverbelturbet.ie/local-producecrafts/farmers-market/,+353(0)876860663,-7.44226312830164,54.105132189726,Cavan,Belturbet,Republic of Ireland
Annaharvey Farm Cookery School,http://www.annaharveyfarm.ie,+353(0)579343544,-7.396453,53.251007,Offaly,Tullamore,Republic of Ireland
Yeats Winter School,,+00353(0)719142780,-8.474933,54.272077,Sligo,Sligo Town,Republic of Ireland
Tuam Farmers Market,http://www.tuammarket.com,+353(0)876272017,-8.880918,53.507642,Galway,Tuam,Republic of Ireland
Dunmore Country School Garden,http://www.dunmorecountryschool.ie,+353(0)578736578,-7.40096800796504,52.858223526749,Laois,Durrow,Republic of Ireland
Cloughjordan House Cookery School,http://www.cloughjordanhouse.com/cookery-school/,+353(0)879690824,-8.03479653967281,52.9446094934228,Tipperary,Cloughjordan,Republic of Ireland
Salterbridge House Gardens,http://www.salterbridgehouseandgarden.com/,+353(0)5854952,-7.880493,52.148969,Waterford,Cappoquin,Republic of Ireland
"Ballyboy House, Garden & Woodlands",http://ballyboyhouse.com/gardens.html,+353(0)876360296,-7.971173,52.282383,Tipperary,Cahir,Republic of Ireland
Blacks Lake,http://www.shannon-fishery-board.ie,61300238,-8.65114,52.655377,Limerick,Limerick City,Republic of Ireland
Lettermullen & Garumna Heritage Centre,http://www.ionadoidhreachta.com,+353(0)91551744,-9.73240906606963,53.2432360359837,Galway,Lettermullen Island,Republic of Ireland
Slane Castle,http://www.slanecastle.ie,+353(0)419820643,-6.561359,53.709497,Meath,Slane,Republic of Ireland
Fermoy River Youth & Amenity Group,,+353(0)894135120,-8.28099847463344,52.1380794384995,Cork,Fermoy,Republic of Ireland
Castletown Glebe Garden,http://www.discoverloughderg.ie/castletown-glebe-garden/,+353(0)6723318,-8.34451153352533,52.883367103741,Tipperary,Portroe,Republic of Ireland
Mount Juliet Garden,http://www.mountjuliet.ie,+353(0)567773000,-7.18909207871827,52.5297133369114,Kilkenny,Thomastown,Republic of Ireland
The National Leprechaun Museum,http://www.leprechaunmuseum.ie/,+353(0)18733899,-6.266653,53.347647,Dublin,Dublin City Centre,Republic of Ireland
Lurgybrack Open Farm,http://lurgybrackopenfarm.town.ie/,+00353(0)749122683,-7.73439844397307,54.9553952531892,Donegal,Letterkenny,Republic of Ireland
Marlfield House & Gardens,http://www.marlfieldhouse.com,+353(0)539421124,-6.275252,52.668619,Wexford,Gorey,Republic of Ireland
Ballynatray Gardens,http://www.ballynatray.com,+353(0)2497463,-7.88704434982582,51.9960454866003,Waterford,Via P.O. Youghal,Republic of Ireland
Ballykeele Garden,http://www.ballinkeele.ie,+353(0)539383179,-6.465976,52.282529,Wexford,Enniscorthy,Republic of Ireland
Stella Maris Community Centre,http://stellamariscentre.com/,+353(0)539129922,-6.588251,52.174418,Wexford,Kilmore Quay,Republic of Ireland
Secret Valley Wildlife Park,http://www.secretvalley.ie,+353(0)539244023,-6.75555291066984,52.4270760670921,Wexford,Enniscorty,Republic of Ireland
Siul na hEireann,http://www.onbekend-ierland.nl,+353(0)872347799,-8.6322868655371,52.8069270575869,Clare,Broadford,Republic of Ireland
Lough Avoher Loop,,,-9.58798793676101,53.9683220134416,Mayo,Newport,Republic of Ireland
Letterkeen Loop,http://www.irishtrails.ie/Trail/Letterkeen-loop/492/,,-9.59210780980788,53.9623639568017,Mayo,Newport,Republic of Ireland
Rerrin Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.88185363521596,51.6363513926402,Cork,Bere Island,Republic of Ireland
Bullig Bay Loop,http://www.bearatourism.com/loopwalks.html,+353(0)2770054,-9.90977740824812,51.6558413649744,Cork,Castletownbere,Republic of Ireland
Knockduv Loop,,,-8.63383563317324,52.3121797382356,Limerick,Ardpatrick,Republic of Ireland
Ballinaboola Loop,http://visitballyhoura.com,+353(0)6391300,-8.62284930504824,52.3191319109883,Limerick,Ardpatrick,Republic of Ireland
Benard Loop,http://www.irishtrails.ie/Trail/Benard-Loop/481/,+353(0)6391300,-8.34783236894467,52.3737983741772,Limerick,Ballylanders,Republic of Ireland
Tourmakeady Loop,http://www.irishtrails.ie/Trail/Tourmakeady-loop/497/,,-9.37973887646056,53.656867033,Mayo,Tourmakeady,Republic of Ireland
Claragh Loop,http://www.irishtrails.ie/Trail/Claragh-Loop--Millstreet-/468/,,-9.065417,52.059404,Cork,Millstreet,Republic of Ireland
The Creative Writers Workshop,http://www.thecreativewritersworkshop.com/,+353(0)862523428,-8.48658600470037,54.1849381816978,Sligo,Collooney,Republic of Ireland
Donegal Cookery School,http://www.donegalmanor.com,+00353(0)749725222,-8.08492724621861,54.6596858749371,Donegal,Donegal Town,Republic of Ireland
Castle Murray Hotel & Restaurant,http://www.castlemurray.com,+00353(0)749737022,-8.375017,54.620482,Donegal,Dunkineely,Republic of Ireland
Quirky Cooks,http://www.templehouse.ie,+00353(0)879257066,-8.585543,54.113392,Sligo,Ballymote,Republic of Ireland
Slí an Earagail,,+353(0)479721148,-7.73671587256198,54.9511565041299,Donegal,Letterkenny,Republic of Ireland
Slí Cholmcille,http://www.irishtrails.ie/trail/Sli-Cholmcille/13/,+353(0)749721148,-8.71477570036982,54.6997030560807,Donegal,Glencolmcille,Republic of Ireland
Slí Na Finne,,+353(0)749721148,-8.1162042430152,54.8694215846037,Donegal,Fintown,Republic of Ireland
Slí na Rosann,,+353(0)749721148,-8.3633753917632,54.9517634921175,Donegal,Dungloe,Republic of Ireland
The Miner’s Way and Historical Trail,,+353(0)719620170,-8.11238096238457,54.0764895971431,Leitrim,Carrick On Shannon,Republic of Ireland
Castlecomer Discovery Park and Visitor Centre,http://www.discoverypark.ie,+353(0)564440707,-7.20192322907632,52.8072806362933,Kilkenny,Castlecomer,Republic of Ireland
The Western Way (Mayo),,+353(0)9825711,-9.63915735447483,53.6475566101385,Mayo,Westport,Republic of Ireland
Inish Beg Estate Cookery School,http://www.inishbeg.com,+353(0)2821745,-9.34656737807546,51.5222147651631,Cork,Baltimore,Republic of Ireland
The Claddagh,,,-9.05526140949905,53.2673746213809,Galway,Galway City,Republic of Ireland
The Spanish Arch,,,-9.054474,53.270505,Galway,Galway City Centre,Republic of Ireland
The Salthill Promenade,,,-9.073294,53.259857,Galway,Salthill,Republic of Ireland
Taispeain,http://www.tourguidesireland.ie,+00353(0)879179137,-8.16074568267393,54.5011369852517,Donegal,Ballyshannon,Republic of Ireland
The Inisfree Experience,http://www.inisfreeexperience.com,+353(0)949546155,-9.27568738545033,53.5436397167368,Mayo,Cong,Republic of Ireland
Gallarus Oratory Visitor Centre,http://www.heritageireland.ie/en/south-west/gallarusoratory/,+353(0)669155333,-10.349411,52.172722,Kerry,Dingle,Republic of Ireland
2020 Art Gallery,http://www.2020artgallery.com,+353(0)214391458,-8.480118,51.901412,Cork,Cork,Republic of Ireland
TourGuides Ireland,http://www.tourguidesireland.ie,+353(0)879179137,-8.16074568267393,54.5011369852517,Donegal,Ballyshannon,Republic of Ireland
Druid Tours Ireland - Brendan Hynes,http://www.druidtoursireland.net,+353(0)91552563,-9.31873262327883,53.4285992400212,Galway,Oughterard,Republic of Ireland
The Wildlife Film School,http://www.thewildlifefilmschool.com,+353(0)2833387,-9.12490026459512,51.5417315998305,Cork,Union Hall,Republic of Ireland
Whitethorn Gallery,http://www.thewhitethorngallery.ie,+353(0)9530703,-10.018172,53.488356,Galway,Clifden,Republic of Ireland
West Cork Watercolour,http://www.westcorkwatercolour.ie,+353(0)2836828,-9.24202724988766,51.4971228787087,Cork,Castletownshend,Republic of Ireland
Ivyleaf Arts Centre,,+353(0)667141135,-9.464017,52.232181,Kerry,Castleisland,Republic of Ireland
Oceanics Walking Tours,http://www.oceanics.ie/index.php,+353(0)51390944,-7.14028587394534,52.1614360223104,Waterford,Tramore,Republic of Ireland
Ireland By Bike,http://www.irelandbybike.com,+00353(0)872118638,-8.63702,54.6554,Donegal,Carrick,Republic of Ireland
Sligo Myths and Legends Summer School and Book,http://www.lughzone.com,+00353(0)719168868,-8.59664748969127,54.2696978765338,Sligo,Strandhill,Republic of Ireland
Killinkere Visitor Farm,http://www.killinkerevisitorfarm.ie,+00353(0)498549344,-7.0760792313073,53.8339193668992,Cavan,Virginia,Republic of Ireland
Westport Cycle Hub,,+353(0)9825711,-9.52277094090058,53.7997063541055,Mayo,Westport,Republic of Ireland
Great Western Greenway,http://www.greenway.ie,,-9.52550319555007,53.7981327463402,Mayo,Westport,Republic of Ireland
Dublin City University Conference and Events,http://www.dcuconferencesandevents.ie/,+353(0)17008037,-6.25836,53.3852,Dublin,Glasnevin,Republic of Ireland
Maynooth Campus Conference & Accommodation,http://www.maynoothcampus.com,+353(0)17086400,-6.5927578571027,53.3764955093095,Kildare,Maynooth,Republic of Ireland
Trinity College Dublin,http://www.tcd.ie/conferences/ConferenceBrochure/,+353(0)18964477,-6.25447,53.3443,Dublin,Dublin City,Republic of Ireland
National University of Ireland Galway,http://www.nuigalway.ie/business-industry/conference-centre,+353(0)91492264,-9.06013,53.2783,Galway,Galway City,Republic of Ireland
IMI Conference Centre & Residence,http://www.imi.ie/,+353(0)12078411,-6.231596,53.275966,Dublin,Dublin City,Republic of Ireland
The Model,http://www.themodel.ie,+00353(0)719141405,-8.468429,54.272942,Sligo,Sligo Town,Republic of Ireland
UCD,http://www.ucd.ie/conferences,+353(0)17162189,-6.22183,53.3059,Dublin,Dublin City,Republic of Ireland
Rothe House Garden,http://www.rothehouse.com/,+354(0)567722893,-7.254715,52.65433,Kilkenny,Kilkenny City,Republic of Ireland
Donoghues Coaches,http://www.donoghuescoaches.ie/,+353(0)469242091,-6.94599907910151,53.811857258607,Cavan,Mullagh,Republic of Ireland
Glynn's Coach & Bus Hire,http://www.glynnscoaches.com,+353(0)658828234,-8.9635,52.855,Clare,Ennis,Republic of Ireland
O'Connor Coaches,http://www.oconnorcoaches.com,+353(0)18321711,-6.068586,53.383634,Dublin,Howth,Republic of Ireland
Pierce Kavanagh Coaches,http://www.kavanaghcoaches.com/coach_hire.asp,+353(0)818365265,-7.58191,52.720716,Kilkenny,Urlingford,Republic of Ireland
Sightseeing Holidays In Donegal,http://www.real-ireland.com,+00353(0)749548891,-7.31017299050521,55.1915199156836,Donegal,Inishowen,Republic of Ireland
Fully Guided Walking Tour,http://www.real-ireland.com,+00353(0)749548891,-8.71477570036982,54.6997030560807,Donegal,Glencolmcille,Republic of Ireland
Aran Islands Cliffs Day Tour,http://www.fahertytours.com,+353(0)91447090,-9.71157387120888,53.1291375056116,Galway,Inishmore - Árainn,Republic of Ireland
Howth Guided Tours,http://www.howthguidedtours.com,+353(0)868967035,-6.06935,53.3879,Dublin,Howth,Republic of Ireland
Inishmurray Island Trips,http://www.inishmurrayislandtrips.com,+00353(0)872540190,-8.44929196227068,54.4664257440643,Sligo,Mullaghmore,Republic of Ireland
Redbarn Beach  awarded Blue Flag Beach Award 2019,,+353(0)214255100,-7.8736677122109,51.9249235118055,Cork,Youghal,Republic of Ireland
Joan Clancy Art Gallery,http://www.joanclancygallery.com,+353(0)5846205,-7.59762776736675,52.0571518478223,Waterford,Ring,Republic of Ireland
"Newman University Church, Our Lady Seat of Wisdom",http://newman.nd.edu/,+353(0)14759674,-6.260616,53.336624,Dublin,Dublin City,Republic of Ireland
Ecocabs,http://www.ecocabs.ie,,-6.25927005922444,53.3473830781906,Dublin,Dublin City,Republic of Ireland
Dunmoran Strand Green Coast  2019,http://cleancoasts.org/,,-8.72822491529734,54.263861541641,Sligo,Dunmoran,Republic of Ireland
